Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
408-66-6712,C,Member,Female,Health and beauty,47.71,6,14.313,300.573,16/02/2019,14:19,Ewallet,4.4,Yangon
679-22-6530,B,Normal,Female,Sports and travel,40.62,2,4.062,85.302,17/01/2019,10:01,Credit card,4.1,Mandalay
588-47-8641,A,Member,Male,Fashion accessories,56.04,10,28.02,588.42,14/01/2019,19:30,Ewallet,4.4,Yangon
642-61-4706,B,Member,Male,Food and beverages,93.4,2,9.34,196.14,30/03/2019,16:34,Cash,5.5,Mandalay
576-31-4774,B,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,02/03/2019,13:10,Ewallet,4,Mandalay
556-41-6224,C,Normal,Male,Health and beauty,33.64,8,13.456,282.576,15/02/2019,17:10,Credit card,9.3,Yangon
811-03-8790,A,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,01/03/2019,10:22,Credit card,4.8,Yangon
242-11-3142,B,Member,Male,Fashion accessories,83.77,2,8.377,175.917,24/02/2019,19:57,Cash,4.6,Mandalay
752-23-3760,B,Member,Female,Sports and travel,64.08,7,22.428,470.988,19/02/2019,19:29,Credit card,7.3,Mandalay
274-05-5470,A,Member,Female,Food and beverages,73.47,4,14.694,308.574,23/02/2019,18:30,Cash,6,Yangon
648-94-3045,C,Normal,Male,Health and beauty,58.95,10,29.475,618.975,07/02/2019,14:27,Ewallet,8.1,Yangon
130-67-4723,A,Member,Male,Food and beverages,48.5,6,14.55,305.55,11/01/2019,13:57,Ewallet,9.4,Yangon
528-87-5606,B,Member,Female,Electronic accessories,39.48,1,1.974,41.454,12/02/2019,19:43,Cash,6.5,Mandalay
320-85-2052,B,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,14/01/2019,10:11,Credit card,7,Mandalay
370-96-0655,C,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,09/01/2019,13:46,Ewallet,7.1,Yangon
105-10-6182,A,Member,Male,Fashion accessories,21.48,2,2.148,45.108,27/02/2019,12:22,Ewallet,6.6,Yangon
510-79-0415,B,Member,Female,Sports and travel,23.08,6,6.924,145.404,24/01/2019,19:20,Ewallet,4.9,Mandalay
241-96-5076,B,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,08/01/2019,12:58,Credit card,6.4,Mandalay
767-97-4650,B,Member,Female,Sports and travel,64.83,2,6.483,136.143,08/01/2019,11:59,Credit card,8,Mandalay
648-83-1321,A,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,16/01/2019,17:59,Cash,4.3,Yangon
173-57-2300,C,Member,Male,Sports and travel,72.88,2,7.288,153.048,13/03/2019,12:51,Cash,6.1,Yangon
305-03-2383,A,Normal,Female,Food and beverages,67.1,3,10.065,211.365,15/02/2019,10:36,Cash,7.5,Yangon
394-55-6384,C,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,25/01/2019,13:38,Cash,6.7,Yangon
266-20-6657,C,Member,Male,Food and beverages,55.04,7,19.264,404.544,12/03/2019,19:39,Ewallet,5.2,Yangon
689-05-1884,A,Member,Male,Health and beauty,48.63,10,24.315,510.615,04/03/2019,12:44,Cash,8.8,Yangon
196-01-2849,C,Member,Female,Fashion accessories,73.38,7,25.683,539.343,10/02/2019,13:56,Cash,9.5,Yangon
372-62-5264,C,Normal,Female,Food and beverages,52.6,9,23.67,497.07,16/01/2019,14:42,Cash,7.6,Yangon
800-09-8606,A,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,29/01/2019,19:45,Cash,6.6,Yangon
182-52-7000,A,Member,Female,Sports and travel,27.04,4,5.408,113.568,01/01/2019,20:26,Ewallet,6.9,Yangon
826-58-8051,B,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,06/01/2019,19:46,Ewallet,4.3,Mandalay
868-06-0466,A,Member,Male,Electronic accessories,69.58,9,31.311,657.531,19/02/2019,19:38,Credit card,7.8,Yangon
751-41-9720,C,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,12/01/2019,16:18,Ewallet,8,Yangon
626-43-7888,C,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,07/02/2019,12:23,Ewallet,9.6,Yangon
176-64-7711,B,Normal,Male,Food and beverages,32.32,3,4.848,101.808,27/03/2019,19:11,Credit card,4.3,Mandalay
191-29-0321,B,Member,Female,Fashion accessories,19.77,10,9.885,207.585,27/02/2019,18:57,Credit card,5,Mandalay
729-06-2010,B,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,06/01/2019,11:18,Cash,9.2,Mandalay
640-48-5028,B,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,02/03/2019,12:40,Cash,6.3,Mandalay
186-79-9562,B,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,29/03/2019,14:06,Cash,8.9,Mandalay
834-45-5519,B,Normal,Female,Electronic accessories,43,4,8.6,180.6,31/01/2019,20:48,Ewallet,7.6,Mandalay
162-65-8559,C,Member,Male,Food and beverages,68.98,1,3.449,72.429,21/01/2019,20:13,Cash,4.8,Yangon
760-27-5490,C,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,20/01/2019,20:37,Ewallet,9.1,Yangon
445-30-9252,A,Normal,Male,Sports and travel,25.7,3,3.855,80.955,17/01/2019,17:59,Ewallet,6.1,Yangon
786-94-2700,A,Member,Male,Food and beverages,80.62,6,24.186,507.906,28/02/2019,20:18,Cash,9.1,Yangon
728-88-7867,C,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,19/03/2019,15:52,Ewallet,8.3,Yangon
183-21-3799,C,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,19/02/2019,15:14,Ewallet,7.2,Yangon
268-20-3585,C,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,04/02/2019,12:50,Ewallet,6,Yangon
735-32-9839,C,Member,Male,Fashion accessories,98.7,8,39.48,829.08,31/01/2019,10:36,Ewallet,8.5,Yangon
258-92-7466,A,Normal,Female,Health and beauty,35.68,5,8.92,187.32,06/02/2019,18:33,Credit card,6.6,Yangon
857-16-3520,A,Member,Female,Fashion accessories,71.46,7,25.011,525.231,28/03/2019,16:06,Ewallet,4.5,Yangon
482-17-1179,A,Member,Male,Electronic accessories,11.94,3,1.791,37.611,19/01/2019,12:47,Credit card,8.1,Yangon
788-21-5741,A,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,17/02/2019,13:34,Credit card,7.2,Yangon
821-14-9046,B,Member,Female,Fashion accessories,17.48,6,5.244,110.124,18/01/2019,15:04,Credit card,6.1,Mandalay
418-05-0656,B,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,02/02/2019,20:42,Cash,7.1,Mandalay
678-79-0726,C,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,18/01/2019,15:28,Cash,5.1,Yangon
776-68-1096,B,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,18/03/2019,13:45,Credit card,7.9,Mandalay
592-46-1692,C,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,11/01/2019,20:10,Cash,7.4,Yangon
434-35-9162,B,Member,Male,Food and beverages,23.34,4,4.668,98.028,04/02/2019,18:53,Ewallet,7.4,Mandalay
149-14-0304,C,Member,Female,Health and beauty,28.5,8,11.4,239.4,06/02/2019,14:24,Cash,6.6,Yangon
442-44-6497,C,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,08/01/2019,11:42,Credit card,5.9,Yangon
174-64-0215,B,Normal,Male,Sports and travel,69.74,10,34.87,732.27,05/03/2019,17:49,Credit card,8.9,Mandalay
210-74-9613,C,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,16/03/2019,15:33,Ewallet,6.8,Yangon
299-29-0180,B,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,09/03/2019,10:54,Cash,9.3,Mandalay
247-11-2470,A,Member,Female,Fashion accessories,22.32,4,4.464,93.744,01/03/2019,16:23,Credit card,4.4,Yangon
635-28-5728,A,Normal,Male,Health and beauty,56,3,8.4,176.4,28/02/2019,19:33,Ewallet,4.8,Yangon
756-49-0168,A,Member,Male,Fashion accessories,19.7,1,0.985,20.685,08/02/2019,11:39,Ewallet,9.5,Yangon
438-23-1242,B,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,24/01/2019,10:38,Ewallet,8.9,Mandalay
238-45-6950,B,Member,Male,Food and beverages,53.72,1,2.686,56.406,01/03/2019,20:03,Ewallet,6.4,Mandalay
607-65-2441,C,Member,Male,Health and beauty,81.95,10,40.975,860.475,10/03/2019,12:39,Credit card,6,Yangon
386-27-7606,C,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,23/03/2019,15:59,Credit card,8.1,Yangon
137-63-5492,C,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,29/01/2019,14:26,Ewallet,9,Yangon
197-77-7132,B,Member,Male,Electronic accessories,91.56,8,36.624,769.104,12/01/2019,18:22,Ewallet,6,Mandalay
805-86-0265,A,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,20/03/2019,11:32,Cash,9.8,Yangon
733-29-1227,C,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,23/03/2019,12:41,Cash,8.5,Yangon
451-73-2711,C,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,14/01/2019,15:20,Ewallet,8.8,Yangon
373-14-0504,A,Member,Female,Sports and travel,71.63,2,7.163,150.423,12/02/2019,14:33,Ewallet,8.8,Yangon
546-80-2899,A,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,20/02/2019,15:29,Ewallet,9.5,Yangon
345-68-9016,C,Member,Female,Sports and travel,31.67,8,12.668,266.028,02/01/2019,16:19,Credit card,5.6,Yangon
390-17-5806,C,Member,Female,Food and beverages,38.42,1,1.921,40.341,02/02/2019,16:33,Cash,8.6,Yangon
457-13-1708,B,Member,Male,Fashion accessories,65.23,10,32.615,684.915,08/01/2019,19:07,Credit card,5.2,Mandalay
664-14-2882,C,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,30/01/2019,14:43,Credit card,5.8,Yangon
487-79-6868,B,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,26/03/2019,19:28,Credit card,8,Mandalay
314-23-4520,C,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,15/01/2019,20:44,Cash,9,Yangon
210-30-7976,B,Member,Female,Fashion accessories,22.32,4,4.464,93.744,14/03/2019,11:16,Ewallet,4.1,Mandalay
585-86-8361,A,Normal,Female,Food and beverages,27.28,5,6.82,143.22,03/02/2019,10:31,Credit card,8.6,Yangon
807-14-7833,A,Member,Female,Electronic accessories,17.42,10,8.71,182.91,22/02/2019,12:30,Ewallet,7,Yangon
775-72-1988,B,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,24/01/2019,15:05,Ewallet,8.4,Mandalay
288-38-3758,C,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,25/01/2019,18:30,Ewallet,7.4,Yangon
652-43-6591,A,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,09/03/2019,13:18,Credit card,6.2,Yangon
785-96-0615,B,Member,Female,Electronic accessories,35.74,8,14.296,300.216,17/02/2019,15:28,Ewallet,4.9,Mandalay
406-46-7107,A,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,11/01/2019,11:52,Cash,4.5,Yangon
250-17-5703,A,Member,Male,Food and beverages,18.85,10,9.425,197.925,27/02/2019,18:24,Ewallet,5.6,Yangon
156-95-3964,A,Normal,Female,Food and beverages,55.39,4,11.078,232.638,25/03/2019,15:19,Ewallet,8,Yangon
842-40-8179,B,Member,Female,Food and beverages,77.2,10,38.6,810.6,11/02/2019,10:38,Credit card,5.6,Mandalay
525-09-8450,B,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,31/01/2019,15:12,Credit card,4.2,Mandalay
410-67-1709,A,Member,Female,Fashion accessories,63.88,8,25.552,536.592,20/01/2019,17:48,Ewallet,9.9,Yangon
587-73-4862,A,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,26/03/2019,11:07,Ewallet,7.6,Yangon
787-87-2010,A,Member,Male,Health and beauty,55.5,4,11.1,233.1,20/01/2019,15:48,Credit card,6.6,Yangon
593-14-4239,B,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,05/03/2019,19:40,Ewallet,4.7,Mandalay
801-88-0346,C,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,05/01/2019,20:30,Credit card,9.8,Yangon
388-76-2555,B,Normal,Male,Sports and travel,13.69,6,4.107,86.247,13/02/2019,13:59,Cash,6.3,Mandalay
711-31-1234,B,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,16/03/2019,18:51,Cash,7.9,Mandalay
886-54-6089,A,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,15/01/2019,17:24,Cash,7.7,Yangon
707-32-7409,B,Member,Female,Sports and travel,95.54,4,19.108,401.268,26/02/2019,11:58,Ewallet,4.5,Mandalay
759-98-4285,C,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,27/02/2019,19:01,Credit card,8,Yangon
201-63-8275,C,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,17/02/2019,16:50,Ewallet,5.7,Yangon
471-06-8611,C,Normal,Female,Food and beverages,52.42,1,2.621,55.041,06/02/2019,10:22,Credit card,6.3,Yangon
200-16-5952,C,Member,Male,Food and beverages,65.65,2,6.565,137.865,17/01/2019,16:46,Cash,6,Yangon
120-54-2248,B,Normal,Female,Food and beverages,28.86,5,7.215,151.515,22/01/2019,18:08,Credit card,8,Mandalay
102-77-2261,C,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,05/03/2019,18:02,Credit card,4.2,Yangon
875-31-8302,B,Normal,Male,Sports and travel,93.38,1,4.669,98.049,03/01/2019,13:07,Cash,9.6,Mandalay
102-06-2002,C,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,20/03/2019,17:52,Cash,6.1,Yangon
457-94-0464,B,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,31/01/2019,20:32,Ewallet,5.6,Mandalay
629-42-4133,C,Normal,Male,Health and beauty,21.8,8,8.72,183.12,19/02/2019,19:24,Cash,8.3,Yangon
534-53-3526,A,Normal,Female,Sports and travel,94.76,4,18.952,397.992,11/02/2019,16:06,Ewallet,7.8,Yangon
307-04-2070,A,Member,Female,Fashion accessories,30.62,1,1.531,32.151,05/02/2019,14:14,Credit card,4.1,Yangon
468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,03/03/2019,17:36,Cash,8.8,Yangon
516-77-6464,C,Member,Female,Health and beauty,10.16,5,2.54,53.34,24/02/2019,13:08,Ewallet,4.1,Yangon
404-91-5964,A,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,04/02/2019,16:09,Credit card,9,Yangon
886-77-9084,C,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,19/02/2019,11:33,Ewallet,5.5,Yangon
790-38-4466,C,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,23/01/2019,10:18,Credit card,9.3,Yangon
704-10-4056,C,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,14/01/2019,10:55,Credit card,5.6,Yangon
497-37-6538,A,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,17/01/2019,15:15,Ewallet,9.7,Yangon
651-96-5970,A,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,03/03/2019,20:06,Credit card,4,Yangon
400-80-4065,C,Member,Male,Health and beauty,68.55,4,13.71,287.91,15/02/2019,20:21,Credit card,9.2,Yangon
744-16-7898,B,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,15/01/2019,13:48,Credit card,4.9,Mandalay
263-12-5321,A,Member,Male,Electronic accessories,92.6,7,32.41,680.61,27/02/2019,12:52,Credit card,9.3,Yangon
702-72-0487,A,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,26/02/2019,12:28,Credit card,6.6,Yangon
605-83-1050,B,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,15/03/2019,16:26,Ewallet,4.3,Mandalay
443-60-9639,C,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,24/01/2019,13:24,Cash,5.5,Yangon
864-24-7918,A,Member,Female,Sports and travel,24.49,10,12.245,257.145,22/02/2019,15:15,Cash,8.1,Yangon
359-94-5395,B,Normal,Male,Health and beauty,92.78,1,4.639,97.419,15/03/2019,10:50,Credit card,9.8,Mandalay
401-09-4232,C,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,11/02/2019,18:38,Ewallet,9.4,Yangon
751-15-6198,B,Normal,Male,Sports and travel,23.01,6,6.903,144.963,12/01/2019,16:45,Ewallet,7.9,Mandalay
324-41-6833,C,Member,Female,Electronic accessories,30.2,8,12.08,253.68,03/03/2019,19:30,Ewallet,5.1,Yangon
474-33-8305,C,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,23/03/2019,13:23,Ewallet,6.9,Yangon
759-29-9521,A,Member,Female,Fashion accessories,48.96,9,22.032,462.672,04/03/2019,11:27,Cash,8,Yangon
831-81-6575,B,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,23/02/2019,11:12,Cash,8,Mandalay
220-68-6701,A,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,17/03/2019,16:36,Cash,4.2,Yangon
618-34-8551,A,Normal,Female,Sports and travel,93.18,2,9.318,195.678,16/01/2019,18:41,Credit card,8.5,Yangon
257-60-7754,A,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,08/01/2019,17:12,Cash,9,Yangon
559-61-5987,B,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,14/01/2019,10:38,Cash,8.6,Mandalay
189-55-2313,C,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,31/01/2019,10:33,Ewallet,6,Yangon
565-91-4567,B,Normal,Male,Health and beauty,10.75,8,4.3,90.3,15/03/2019,14:38,Ewallet,6.2,Mandalay
380-60-5336,A,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,24/02/2019,18:06,Credit card,5,Yangon
815-04-6282,C,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,08/02/2019,12:52,Credit card,6.5,Yangon
674-56-6360,A,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,22/03/2019,14:00,Cash,6,Yangon
778-34-2523,A,Member,Female,Electronic accessories,48.62,8,19.448,408.408,24/01/2019,10:57,Cash,5,Yangon
499-27-7781,B,Normal,Female,Food and beverages,53.21,8,21.284,446.964,14/03/2019,16:45,Ewallet,5,Mandalay
477-59-2456,C,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,23/01/2019,11:15,Cash,9.2,Yangon
832-51-6761,A,Normal,Male,Food and beverages,33.88,8,13.552,284.592,19/01/2019,20:29,Ewallet,9.6,Yangon
869-11-3082,B,Member,Male,Health and beauty,96.16,4,19.232,403.872,27/01/2019,20:03,Credit card,8.4,Mandalay
190-59-3964,B,Member,Male,Food and beverages,47.16,5,11.79,247.59,03/02/2019,14:35,Credit card,6,Mandalay
366-43-6862,B,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,25/03/2019,16:32,Ewallet,6.7,Mandalay
186-43-8965,A,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,24/02/2019,10:10,Credit card,4.1,Yangon
784-21-9238,C,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,07/02/2019,14:15,Cash,5.9,Yangon
276-75-6884,A,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,04/03/2019,10:05,Cash,8.7,Yangon
109-86-4363,B,Member,Female,Sports and travel,60.08,7,21.028,441.588,14/02/2019,11:36,Credit card,4.5,Mandalay
569-76-2760,A,Member,Female,Sports and travel,22.01,4,4.402,92.442,29/01/2019,18:15,Credit card,6.6,Yangon
222-42-0244,B,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,28/01/2019,13:53,Credit card,7.7,Mandalay
760-53-9233,A,Member,Male,Fashion accessories,41.28,3,6.192,130.032,26/03/2019,18:37,Credit card,8.5,Yangon
538-22-0304,C,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,24/03/2019,18:27,Cash,5.2,Yangon
416-17-9926,A,Member,Female,Electronic accessories,74.22,10,37.11,779.31,01/01/2019,14:42,Credit card,4.3,Yangon
237-44-6163,A,Normal,Male,Electronic accessories,,8,12.18075,88.704,24/01/2019,17:43,Cash,7.6,Yangon
636-17-0325,B,Normal,Male,Health and beauty,62.57,4,12.514,262.794,25/02/2019,18:37,Cash,9.5,Mandalay
343-75-9322,B,Member,Female,Sports and travel,11.85,8,4.74,99.54,09/01/2019,16:34,Cash,4.1,Mandalay
528-14-9470,A,Member,Male,Health and beauty,91.3,1,4.565,95.865,14/02/2019,14:42,Ewallet,9.2,Yangon
427-45-9297,B,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,12/03/2019,11:01,Ewallet,5.4,Mandalay
807-34-3742,A,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,26/03/2019,19:44,Cash,5.8,Yangon
288-62-1085,A,Member,Male,Fashion accessories,38.54,5,9.635,202.335,09/01/2019,13:34,Ewallet,5.6,Yangon
670-71-7306,B,Normal,Male,Sports and travel,44.63,6,13.389,281.169,02/01/2019,20:08,Credit card,5.1,Mandalay
660-29-7083,C,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,15/01/2019,15:01,Cash,5.8,Yangon
271-77-8740,C,Member,Female,Sports and travel,29.22,6,8.766,184.086,01/01/2019,11:40,Ewallet,5,Yangon
497-36-0989,A,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,15/02/2019,15:21,Cash,7.9,Yangon
291-59-1384,B,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,28/02/2019,17:38,Cash,6,Mandalay
860-73-6466,A,Member,Female,Sports and travel,39.47,2,3.947,82.887,02/03/2019,16:16,Credit card,5,Yangon
549-23-9016,C,Member,Female,Food and beverages,14.87,2,1.487,31.227,13/02/2019,18:15,Credit card,8.9,Yangon
896-34-0956,A,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,26/01/2019,12:43,Cash,5.9,Yangon
804-38-3935,A,Member,Male,Electronic accessories,93.78,3,14.067,295.407,30/01/2019,11:32,Credit card,5.9,Yangon
585-90-0249,A,Member,Male,Electronic accessories,73.26,1,3.663,76.923,27/01/2019,18:08,Ewallet,9.7,Yangon
862-29-5914,C,Normal,Female,Sports and travel,22.38,1,1.119,23.499,30/01/2019,17:08,Credit card,8.6,Yangon
845-94-6841,C,Member,Female,Food and beverages,72.88,9,32.796,688.716,08/01/2019,19:38,Cash,4,Yangon
125-45-2293,A,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,19/01/2019,13:11,Cash,4.2,Yangon
843-73-4724,A,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,25/01/2019,11:05,Cash,9.2,Yangon
409-33-9708,A,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,19/02/2019,10:12,Ewallet,9.2,Yangon
658-66-3967,C,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,14/01/2019,15:42,Ewallet,5,Yangon
866-70-2814,B,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,25/02/2019,11:58,Ewallet,10,Mandalay
160-22-2687,A,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,23/01/2019,14:21,Ewallet,8.8,Yangon
895-03-6665,B,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,16/02/2019,10:52,Cash,4.2,Mandalay
770-42-8960,B,Normal,Male,Food and beverages,21.12,8,8.448,177.408,01/01/2019,19:31,Cash,6.3,Mandalay
748-45-2862,A,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,07/03/2019,18:35,Cash,8.2,Yangon
234-36-2483,B,Normal,Male,Health and beauty,57.59,6,17.277,362.817,15/02/2019,13:51,Cash,5.1,Mandalay
316-66-3011,A,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,23/01/2019,12:35,Cash,5,Yangon
848-95-6252,C,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,20/02/2019,13:24,Ewallet,7,Yangon
840-76-5966,A,Member,Male,Sports and travel,12.76,2,1.276,26.796,08/01/2019,18:06,Ewallet,7.8,Yangon
152-03-4217,B,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,17/03/2019,11:55,Credit card,4.3,Mandalay
533-66-5566,B,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,12/01/2019,11:42,Cash,7,Mandalay
124-31-1458,A,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,08/01/2019,14:30,Cash,6.6,Yangon
176-78-1170,C,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,26/01/2019,15:11,Ewallet,7.3,Yangon
361-59-0574,B,Member,Male,Sports and travel,90.53,8,36.212,760.452,15/03/2019,14:48,Credit card,6.5,Mandalay
101-81-4070,C,Member,Female,Health and beauty,62.82,2,6.282,131.922,17/01/2019,12:36,Ewallet,4.9,Yangon
631-34-1880,C,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,08/01/2019,19:09,Credit card,4.3,Yangon
852-82-2749,A,Normal,Male,Sports and travel,64.59,4,12.918,271.278,06/01/2019,13:35,Ewallet,9.3,Yangon
873-14-6353,A,Member,Male,Food and beverages,24.82,7,8.687,182.427,16/02/2019,10:33,Credit card,7.1,Yangon
584-66-4073,C,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,13/03/2019,15:45,Ewallet,9.6,Yangon
544-55-9589,B,Member,Female,Electronic accessories,21.43,10,10.715,225.015,28/01/2019,11:51,Cash,6.2,Mandalay
166-19-2553,A,Member,Male,Sports and travel,89.06,6,26.718,561.078,18/01/2019,17:26,Cash,9.9,Yangon
737-88-5876,A,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,19/03/2019,11:52,Credit card,5.9,Yangon
154-87-7367,C,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,15/03/2019,14:04,Ewallet,6.3,Yangon
885-56-0389,C,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,12/02/2019,17:49,Cash,4,Yangon
608-05-3804,B,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,25/02/2019,20:19,Cash,6.1,Mandalay
448-61-3783,A,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,21/03/2019,16:08,Credit card,4.5,Yangon
761-49-0439,B,Member,Female,Electronic accessories,12.1,8,4.84,101.64,19/01/2019,10:17,Ewallet,8.6,Mandalay
490-95-0021,B,Member,Female,Food and beverages,33.21,10,16.605,348.705,08/01/2019,14:25,Ewallet,6,Mandalay
115-38-7388,C,Member,Female,Fashion accessories,,8,12.18075,85.512,30/03/2019,12:51,Credit card,9.5,Yangon
311-13-6971,B,Member,Male,Sports and travel,31.99,10,15.995,335.895,20/02/2019,15:18,Credit card,9.9,Mandalay
291-55-6563,A,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,30/03/2019,12:45,Ewallet,7.5,Yangon
548-48-3156,A,Member,Female,Food and beverages,83.34,2,8.334,175.014,19/03/2019,13:37,Cash,7.6,Yangon
460-93-5834,A,Normal,Male,Sports and travel,45.58,7,15.953,335.013,13/01/2019,10:03,Cash,5,Yangon
325-89-4209,A,Member,Male,Food and beverages,87.9,1,4.395,92.295,05/02/2019,19:42,Ewallet,6.7,Yangon
884-80-6021,A,Member,Female,Electronic accessories,73.47,10,36.735,771.435,23/03/2019,13:14,Ewallet,9.5,Yangon
137-74-8729,C,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,13/03/2019,12:47,Ewallet,6.8,Yangon
880-46-5796,A,Member,Male,Sports and travel,76.92,10,38.46,807.66,17/03/2019,19:53,Ewallet,5.6,Yangon
